epoch,"train_F,",dev_F,test_F
0,0.0,0.0,
4,0.882970615632145,0.8206262763784888,0.7392318736539841
8,0.9108166645432538,0.8256074444252972,0.7569552841795978
12,0.9372219265566791,0.847264240643098,0.7741278800777274
16,0.9430828524583181,0.8516673701983959,0.7761862130707252
21,0.9512465373961217,0.8569683218430927,0.77836016473231
22,0.9585108195604022,0.8581718401646373,0.7800366300366299
23,0.9559432979831255,0.8526698823728527,0.7729546266523758
24,0.9541370353021336,0.8612290890179423,0.7860585836114201
25,0.9603557976719935,0.855533748613363,0.7749277456647399
26,0.9614761783005199,0.8598082404768076,0.788180060756697
27,0.9603342072170002,0.8594697626061341,0.7904136208013324
28,0.9590663202283086,0.86149608332616,0.7911299227088701
29,0.9560952726187176,0.8535130930775213,0.7775625057662147
30,0.9580761591525532,0.8662960021180832,0.778941355674029
31,0.9620452897778158,0.8709932379028718,0.7788935202728307
32,0.9649777247244901,0.8582454334962696,0.7801418439716312
33,0.9650281138183677,0.8624347826086958,0.7828518173345759
34,0.9630673327355792,0.8658794501233698,0.7869008068343616
35,0.9654437768971834,0.8630983015954709,0.7727603787327021
36,0.9662868704078373,0.8595013190366777,0.7817066570449216
37,0.9659442724458204,0.8603256212510711,0.7814980385001368
38,0.9661259033447741,0.8577305450805621,0.7787288289928974
39,0.9685982104814658,0.8630762602326583,0.7855832721936904
40,0.9676416741175969,0.8592032967032966,0.7731337835371419
41,0.965278815168911,0.8698104892022919,0.7879825061798822
42,0.9712029031913758,0.8655235442597267,0.7884776731611821
43,0.9700989592219758,0.873249299719888,0.7885338345864662
44,0.9723271245386076,0.870470855942587,0.7881523272214387
45,0.9701902793462744,0.864367816091954,0.7895164934478085
46,0.9692648248265292,0.8673636913505572,0.7906034085674805
47,0.9715965992627474,0.8606403013182674,0.7822704658525553
48,0.9718514095619909,0.869374506535661,0.7884796978281398
49,0.9699052335012379,0.8671609245529873,0.7884182908545727
50,0.9711763953438791,0.8695728138376868,0.7862895673347068
