epoch,"train_F,",dev_F,test_F
0,0.0,0.0,
4,0.8822385662355228,0.7976732422862924,0.7296045600285003
8,0.9200595617953625,0.8424347826086956,0.7624350408314774
12,0.9303511119607468,0.8439356116036842,0.7596330275229357
16,0.936425566446708,0.8559561682573347,0.7686132084488196
21,0.9560205861086299,0.8605912191708938,0.7806117647058824
22,0.9549173342423727,0.8603038019141276,0.7865466603505449
23,0.9556589279617617,0.8326142467200845,0.7307838660578386
24,0.9541225810572032,0.8514285714285714,0.7676674364896074
25,0.9589461567975445,0.8431338028169013,0.7474363843524496
26,0.9628208407947471,0.8589518114667605,0.7656413674888106
27,0.9639196129829721,0.8675830868279102,0.7856943280245878
28,0.963533553824816,0.8651655629139072,0.7912235316661876
29,0.9634727595272191,0.8691886158741382,0.7929414021290879
30,0.9633617466726483,0.865735007960375,0.7753651037663336
31,0.9656069980797952,0.868434920077288,0.7930184025801555
32,0.9610312133802067,0.8667708876150771,0.7857142857142857
33,0.9650370560218706,0.866590247773565,0.7823932926829268
34,0.9624393152201687,0.8560137457044673,0.7668516328572728
35,0.9683555100648242,0.868206163842304,0.7811142587346555
36,0.9678561525499648,0.8691916535156935,0.7881307881307881
37,0.9684488224155905,0.856996935648621,0.7715854866300531
38,0.9655187129262152,0.8634146341463415,0.786008230452675
39,0.9689053930042469,0.8706130706306623,0.7846344014452791
40,0.9672263893624277,0.8646616541353384,0.7808809746954076
41,0.968004777953159,0.8643979057591623,0.785175528447714
42,0.9676398922754671,0.8730973451327434,0.7888270301401421
43,0.962741921732458,0.8682497801231309,0.785253980288097
44,0.9679524083669163,0.8684118060435699,0.7906534954407295
45,0.9692652234190039,0.8729573010015814,0.7872883760522085
46,0.9703498293515358,0.8736721973487842,0.7844067153561605
47,0.9713907510995345,0.8678348155322708,0.7862660944206008
48,0.9692235454817092,0.8693595023219136,0.7883817427385892
49,0.9722222222222223,0.8710697347619883,0.7882878600627435
50,0.9735041459723317,0.856169052488071,0.7654320987654322
