epoch,"train_F,",dev_F,test_F
0,0.0,0.0,
4,0.7542326134000934,0.7154471544715446,0.684981684981685
8,0.8322832661290323,0.7731719449510859,0.7029702970297029
12,0.858401347324783,0.7883373002380143,0.7210568597697046
16,0.8987785448751991,0.8216379165968849,0.7524387028737147
21,0.9104308147132544,0.8397182614671018,0.7676545920234176
22,0.9163726032056461,0.8373302029179943,0.7585842577918648
23,0.9192148141812427,0.8404543913190912,0.7744482325497937
24,0.9139933923052328,0.8347958150523118,0.7635942235692637
25,0.9187208809826345,0.8283588328735055,0.7677708461470871
26,0.906226716338478,0.8281580505964972,0.7562800641368252
27,0.9117659547365292,0.826468602295746,0.7473113501022131
28,0.92521879171876,0.8394464821607203,0.7615128699001926
29,0.9288367255979796,0.8390891521720865,0.7737174357606474
30,0.9268489771615701,0.8390227576974566,0.7668895144264603
31,0.925999275964139,0.837833248429275,0.7662174303683738
32,0.9335860145220706,0.8505630344594023,0.7806837454253326
33,0.9354193273733502,0.8497139010434197,0.7673223462697146
34,0.9346836304838092,0.8499367355546184,0.7781041388518024
35,0.9297350385379081,0.8443324937027707,0.7742675608895164
36,0.9400694045261969,0.8542070243409416,0.7764455102584599
37,0.939297124600639,0.8461603162587265,0.7799556541019956
38,0.9385477240292244,0.8453452190732487,0.7711804324707551
39,0.9398621041879469,0.8491742500842602,0.7842962699189886
40,0.9453861445396832,0.8603876697122363,0.7783813145029874
41,0.9473303244486077,0.8580414824889493,0.7850956333453627
42,0.9465827913423606,0.8559286017849552,0.7845014450867053
43,0.9492776817531954,0.8610289769367239,0.7893471096463882
44,0.9515031257334272,0.8561533913337275,0.7822372519355699
45,0.9522956518030409,0.8600016816614815,0.7797629577215637
46,0.9500940010254658,0.8610564164027052,0.7890376035691524
47,0.946156134460924,0.8517713903743316,0.7717725634941558
48,0.9499274929625523,0.8538816617708771,0.7736712425202393
49,0.9466414500945621,0.852497683430208,0.7737809752198241
50,0.9501175464842915,0.8568771662862457,0.7783908864364543
