epoch,"train_F,",dev_F,test_F
0,0.0,0.0,
4,0.8709732256693583,0.7805996772275545,0.7171428571428571
8,0.9011545085365594,0.8225342581627475,0.7522425547183352
12,0.9311735733695653,0.8305664898168749,0.7521134442323426
16,0.945,0.8545695364238411,0.7753044140030442
21,0.9570041608876559,0.8524505143054716,0.7779617365710081
22,0.9547465124191903,0.8240062085021989,0.722227310193241
23,0.955585464333782,0.82611359061871,0.7157736698883364
24,0.9538520620426276,0.83721335774697,0.734188988095238
25,0.9530252907907374,0.8432970237584698,0.7673887213234621
26,0.9580251124517682,0.8516738197424892,0.766426683678119
27,0.9611141871459602,0.8181284095677717,0.7115181401902078
28,0.9574676848257327,0.8564152103275665,0.7659453841065861
29,0.9646983585589426,0.8491772529627419,0.764881221208563
30,0.9631318728156166,0.8552176917760885,0.7692307692307692
31,0.9617041238432342,0.843254484013517,0.7442074292019124
32,0.965315574907686,0.8469547110879749,0.7393391175927635
33,0.9663089167217873,0.831309513409627,0.7197904975682755
34,0.9638348686455134,0.8393978494623656,0.7272727272727273
35,0.9662787227693226,0.8269181311615945,0.7194035279141663
36,0.9664506778071447,0.8539249146757679,0.7515762925598991
37,0.9701285686872348,0.8557052703394167,0.7704504504504506
38,0.9684372265733371,0.8619968635650809,0.7595031287942468
39,0.9711593801291752,0.8530087667035493,0.7612705840007198
40,0.9698003026363463,0.8514412416851441,0.7629255989911728
41,0.9672358295495725,0.8627554152416033,0.7584902090625296
42,0.9731678184455251,0.8659271552100619,0.7819253438113948
43,0.9665253244124352,0.8631597192131034,0.7725210628645495
44,0.9705048092303099,0.8291893732970027,0.7191638886386161
45,0.9719331172154922,0.8552845528455285,0.757967583318157
46,0.9723128077242791,0.862137259967278,0.7618525623458482
47,0.972617043493085,0.8523563753278619,0.7601251676352258
48,0.9718877213921866,0.852162139290852,0.7581349737006329
49,0.9737639179215903,0.8630326030705537,0.7763036668509306
50,0.9692274861288945,0.8511627906976744,0.7426013883814395
