epoch,"train_F,",dev_F,test_F
0,0.0,0.0,
4,0.7391912627493457,0.7061423703840133,0.6597464816847989
8,0.8346002733173897,0.7751504364776677,0.718418688230009
12,0.8821987855544903,0.7875894988066826,0.7343637670740475
16,0.8953101166562829,0.8028281042863455,0.7139167862266858
21,0.9124280537198891,0.8324371205550738,0.7607893766137955
22,0.913650454302512,0.8314821242624089,0.7563912560207483
23,0.9172128539611835,0.8309005548442169,0.7555312756077573
24,0.9120925878648627,0.82660209288247,0.756332039193936
25,0.9136672325976232,0.8153214774281805,0.7391542107181918
26,0.9269496754973934,0.84292245320452,0.760110294117647
27,0.9255141745414118,0.8306472464017925,0.7575980843617609
28,0.9244647274588416,0.8374665168927676,0.7726641355681082
29,0.9340194738640245,0.8494397759103642,0.7696787525831298
30,0.9283393193090473,0.8502491476527668,0.7702955480733259
31,0.9316400857949839,0.8319918664746251,0.7548184670551322
32,0.9336552637764151,0.8435326842837275,0.7682699478001492
33,0.9315612914253969,0.849288600035131,0.7745413277851334
34,0.9354013976478609,0.8377256164731803,0.7654365114824412
35,0.9318051818740334,0.8294376693766937,0.7569976822963095
36,0.946102659563087,0.8528814755979172,0.7679437208860157
37,0.9361611876988335,0.8334167918544483,0.7640666082383873
38,0.9431277589679853,0.8457511778049205,0.7661924372894047
39,0.9418490549938138,0.85140284031867,0.777634011090573
40,0.9466797793646042,0.8453958545701664,0.7662581626263529
41,0.9430545222659157,0.8164072577177746,0.7154352596927579
42,0.9445334358514342,0.8303230288294547,0.7327731092436974
43,0.9448745214802212,0.8429555309922626,0.7736794986571174
44,0.9466803383747758,0.8530945757997218,0.7728119180633147
45,0.9420455992867152,0.8536836682122617,0.7740402193784278
46,0.9506030771853557,0.8575174825174825,0.7763133119939747
47,0.9423064636353956,0.8330809355544339,0.7508423479340308
48,0.9517716535433071,0.8577754162238753,0.7739155415110599
49,0.9537042965998592,0.8530465949820788,0.7572450131727512
50,0.9543337232798044,0.8427852348993289,0.7748192558631635
